Title,price,rating,reviews,Link,description,manufacturer,ASIN
"Mi Step Out 12 L Mini Backpack (Small Size, Black, Water Repellant)",₹349.00,4.1 out of 5 stars,"7,635 ratings",https://www.amazon.in/Backpack-Small-Black-Water-Repellant/dp/B088XB5XY8/ref=sr_1_10?crid=2M096C61O4MLT&keywords=bags&qid=1675457113&sprefix=ba%2Caps%2C283&sr=8-10,"Made of multi-coated 600D polyester Material ; Water Repellent    Dimension: 26cm x 38cm x 14cm (LxWxH); Weight : 200 grams; Capacity: 12liters    Small Size backpack; Laptop Compatibility: No    This backpack comes with 2 zipper pockets that can house a notebook, gym gear, travel essentials and more    With contra zippers and adjustable straps this light weight backpack is the ideal companion while at the airport or hitting the gym or exploring new city or using it as a carrier for books    6 months limited warranty","Korrun India Pvt. Ltd, Plot No.25, P2(4&X), 1st Phase, Bidadi Industrial area, Bangalore-562109, Karnataka",B084ZHP97M
NORTH ZONE 25 ltrs (10 Cms) backpack(INVALID DATA_navy blue),₹664,4.0 out of 5 stars,399 ratings,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMDkwMjk2NTEwNzY5NDUyOjE2NzU0NTcxMTM6c3BfbXRmOjIwMDk4MDI3MTAwMTk4OjowOjo&url=%2FNORTH-ZONE-backpack-INVALID-DATA_navy%2Fdp%2FB0BCYX6DW2%2Fref%3Dsr_1_11_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675457113%26sprefix%3Dba%252Caps%252C283%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"COMPATIBLE WITH 15.6 INCH LAPTOP”: The Northzone Backpack fits up to 15.6 inch laptop. Dimensions: 34cm x 15cm x 45.5cm; Weight: 499g; HIGH QUALITY, DURABLE AND WATER REPELLANT FABRIC”: This backpack features in durable snow yarn polyester fabric and streamlined design with a padded interior to protect notebooks and important items     CONVENIENT TRAVEL"" Adjustable shoulder strap and padded laptop compartment together with a quilted back panel make it comfortable for all-day use     CONVENIENTLY PLACED PADDED LAPTOP COMPARTMENTS AND POCKETS: The padded interior helps protect notebooks and important items. Quick access zippered front pocket for added storage. A quilted back panel make it comfortable for all-day use.     HIGH QUALITY, CASUAL YET STYLISH DESIGN"": very attractive and perfect for school, travel and outdoor activities. The perfect backpack for those needing stylish all-day protection for their laptop.     Pocket Description: Utility Pocket; Age Range Description: Adult; Water Resistance Level: Waterproof; Color Name: Neavy Blue; Pattern Name: Solid",,B088XB5XY8
IPad Sleeves Bag 29cm x 23 CM x 3 CM Universal Canvas Collection of Bags,₹562.00,Previous page,,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMDkwMjk2NTEwNzY5NDUyOjE2NzU0NTcxMTM6c3BfbXRmOjIwMDk3Njc1NDMzNjk4OjowOjo&url=%2FIPad-Sleeves-Universal-Canvas-Collection%2Fdp%2FB0BMLWQ9H3%2Fref%3Dsr_1_12_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675457113%26sprefix%3Dba%252Caps%252C283%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"Each of our design lines is hand-crafted to give a personalized touch    We use unique & innovative approaches to select some of the finest materials.    Our product line is one of the most cost-effective among all the competitors.    OCCASION: Fashion City shoulder bag for daily and travel use. Perfect for dating, shopping, working, traveling, vacation, party and other occasions. Because of its good color it can go with pretty much any outfit you can think of, or pair with",UNIVERSAL CANVAS,B0BCYX6DW2
"AirCase Laptop Bag Backpack Case Pouch for Laptop Backpack for Men & Women,Premium Vegan Leather",₹999,3.9 out of 5 stars,712 ratings,https://www.amazon.in/AirCase-C34-Laptop-Backpack-Women/dp/B07QN4KXWG/ref=sr_1_13?crid=2M096C61O4MLT&keywords=bags&qid=1675457113&sprefix=ba%2Caps%2C283&sr=8-13,"Innovative Design: AirCase Laptop Backpack is made of Premium Vegan Leather for your 15.6 Inch Laptop. This Laptop Backpack has 2 Front Pocket and 2 Main Compartment for Laptop, Tablet and other Main compartment for wallets dairy, clothes, etc. There is two way Cortical Tail Zipper with leather pull tail, Fashionable and Novel, keeping up with the current trend.    Large Storage: There is 2 Main Compartment One for 15.6 inch Laptop, Tablet with a secure Velcro closure and other for main compartment for your other belonging like Cloth, Wallet, Book, Diary, etc. There is also 2 front zipper pocket for Mobile, Charger, Power Adapter, Cable, Power Bank, Keys etc.convenient to carry at school college office travelling for students boys girls    Light weight & Durable: It is made of Premium Vegan Leather for 15.6 inch laptop. Ruggedized water-resistant base helps to protect from the elements. Water Resistant Base which protect your belonging from getting wet. waterproof latest smart stylish spacious rucksack luggage tourist travel bagpack.    Shoulder Straps: Breathable Mesh Padding at back which is design for back relief and shoulder straps for extra comfort with adjustable side straps for a better fit.    Specifications:- Work with -15.6"" Laptops and Under, CAPACITY- 22L, DIMENSIONS – 46-cm X 29-cm X 19-cm, WEIGHT - 0.58 kg, WARRANTY – 1 Year under Manufacturing Defect Only.",Appario Retail Private Ltd,B0BMLWQ9H3
Kuber Industries Women's Handkerchief Set (Cream),₹312.62,3.8 out of 5 stars,472 ratings,https://www.amazon.in/Kuber-Industries-Handcrafted-Embroidered-Handbag/dp/B082VDVJGM/ref=sxin_24?asc_contentid=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&asc_contenttype=article&ascsubtag=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&content-id=amzn1.sym.feb2b32b-0085-4665-973c-36b431684408%3Aamzn1.sym.feb2b32b-0085-4665-973c-36b431684408&creativeASIN=B082VDVJGM&crid=2M096C61O4MLT&cv_ct_cx=bags&cv_ct_id=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&cv_ct_pg=search&cv_ct_we=asin&cv_ct_wn=osp-single-source-pecos-desktop&keywords=bags&linkCode=oas&pd_rd_i=B082VDVJGM&pd_rd_r=c48dbd5a-a4e4-42f5-a069-5afcf8aded46&pd_rd_w=85Usp&pd_rd_wg=oY4I0&pf_rd_p=feb2b32b-0085-4665-973c-36b431684408&pf_rd_r=MR4A8BY9C6054M5CT36K&qid=1675457113&sprefix=ba%2Caps%2C283&sr=1-1-c84eb971-91f2-4a4d-acce-811265c24254&tag=idivaosp-21,"PACKAGE CONTAIN: 1 Piece Embroidered Party Wear Clutch    MATERIAL: Polyester, COLOR: Cream    PRODUCT DIMENSION: 27 X 17 X 1 CM    Latest stylish party wear evening clutches for women.Bag has a detachable gold polish shoulder chain.    This Clutch has a unique design and you can use it on any occasion like parties, anniversary, wedding, etc. This hand bag makes you glamorous and unique among your friends, familiar persons.",,B07QN4KXWG
Fiesto Fashion PU Leather Handbags With Sling Bag For Women Large Shoulder Tote Purse Top Handle Satchel (Combo Of 3),₹615.00,3.9 out of 5 stars,"4,073 ratings",https://www.amazon.in/Fiesto-Fashion-Womens-Handbag-FIESTO33_Blue/dp/B082Z33ZDS/ref=sxin_24?asc_contentid=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&asc_contenttype=article&ascsubtag=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&content-id=amzn1.sym.feb2b32b-0085-4665-973c-36b431684408%3Aamzn1.sym.feb2b32b-0085-4665-973c-36b431684408&creativeASIN=B082Z33ZDS&crid=2M096C61O4MLT&cv_ct_cx=bags&cv_ct_id=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&cv_ct_pg=search&cv_ct_we=asin&cv_ct_wn=osp-single-source-pecos-desktop&keywords=bags&linkCode=oas&pd_rd_i=B082Z33ZDS&pd_rd_r=c48dbd5a-a4e4-42f5-a069-5afcf8aded46&pd_rd_w=85Usp&pd_rd_wg=oY4I0&pf_rd_p=feb2b32b-0085-4665-973c-36b431684408&pf_rd_r=MR4A8BY9C6054M5CT36K&qid=1675457113&sprefix=ba%2Caps%2C283&sr=1-2-c84eb971-91f2-4a4d-acce-811265c24254&tag=idivaosp-21,"Material: Leather    Closure Type: Zip    Strap Type: Shoulder Removable Strap; Adjustable    Multi Compartments     2 Big Zipper Pocket In The Middle, 1 Small Zipper Pocket For Your Key/Card",,
ADISA women girls embroided sling bag,₹599.00,4.2 out of 5 stars,"1,412 ratings",https://www.amazon.in/ADISA-women-girls-black-embroided/dp/B08RWBP3H2/ref=sxin_24?asc_contentid=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&asc_contenttype=article&ascsubtag=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&content-id=amzn1.sym.feb2b32b-0085-4665-973c-36b431684408%3Aamzn1.sym.feb2b32b-0085-4665-973c-36b431684408&creativeASIN=B08RWBP3H2&crid=2M096C61O4MLT&cv_ct_cx=bags&cv_ct_id=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&cv_ct_pg=search&cv_ct_we=asin&cv_ct_wn=osp-single-source-pecos-desktop&keywords=bags&linkCode=oas&pd_rd_i=B08RWBP3H2&pd_rd_r=c48dbd5a-a4e4-42f5-a069-5afcf8aded46&pd_rd_w=85Usp&pd_rd_wg=oY4I0&pf_rd_p=feb2b32b-0085-4665-973c-36b431684408&pf_rd_r=MR4A8BY9C6054M5CT36K&qid=1675457113&sprefix=ba%2Caps%2C283&sr=1-3-c84eb971-91f2-4a4d-acce-811265c24254&tag=idivaosp-21,"Material: PU / Synthetic Leather    Closure: Zipper    Compartment: 1, Pocket: 1    Dimensions: LxWxH - 7 x 3 x 7 inch    Ideal for Women and Girls",ADISA International,
Lapis O Lupo Women Vegan Leather Handbags Flower Embroidered Bags Fashion Satchel Bags Top Handle,"₹1,039",4.2 out of 5 stars,"3,601 ratings",https://www.amazon.in/Lapis-Lupo-Flower-Embroidery-Handbag/dp/B07RXYSJHF/ref=sxin_24?asc_contentid=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&asc_contenttype=article&ascsubtag=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&content-id=amzn1.sym.feb2b32b-0085-4665-973c-36b431684408%3Aamzn1.sym.feb2b32b-0085-4665-973c-36b431684408&creativeASIN=B07RXYSJHF&crid=2M096C61O4MLT&cv_ct_cx=bags&cv_ct_id=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&cv_ct_pg=search&cv_ct_we=asin&cv_ct_wn=osp-single-source-pecos-desktop&keywords=bags&linkCode=oas&pd_rd_i=B07RXYSJHF&pd_rd_r=c48dbd5a-a4e4-42f5-a069-5afcf8aded46&pd_rd_w=85Usp&pd_rd_wg=oY4I0&pf_rd_p=feb2b32b-0085-4665-973c-36b431684408&pf_rd_r=MR4A8BY9C6054M5CT36K&qid=1675457113&sprefix=ba%2Caps%2C283&sr=1-4-c84eb971-91f2-4a4d-acce-811265c24254&tag=idivaosp-21,"Inner Material: Polyester; Color: Grey; Package Contents: 1 Handbag    Dimensions: HandBag: HxLxD(CM)-27x33x13; Closure Type: Zip closure with adjustable strap    Pockets: 4 Compartment and 2 Zip Pocket    Easy to carry traveling essentials like mobile phone, keys, wallet, and other accessories.; Outer Material Type: Synthetic    Occasion Type: Casual",COALESCENT INDIA,
Blue Tree Kids School Bag Soft Plush Backpack Cartoon Bags Mini Travel Bag for for Girls Boys Toddler Baby Konggi Rabbit & Spiderman,₹399.00,4.2 out of 5 stars,7 ratings,https://www.amazon.in/Blue-Tree-Backpack-Cartoon-Spiderman/dp/B097NH6X4C/ref=sxin_25_trfob_0_B097NH6X4C?content-id=amzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee%3Aamzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B097NH6X4C&pd_rd_r=c48dbd5a-a4e4-42f5-a069-5afcf8aded46&pd_rd_w=fXMnQ&pd_rd_wg=oY4I0&pf_rd_p=663389f5-ce48-431d-bf46-d5a988f9fcee&pf_rd_r=MR4A8BY9C6054M5CT36K&qid=1675457113&sprefix=ba%2Caps%2C283&sr=1-1-cc7a04fe-cc55-42ad-b883-1b910070c86a,"☆DIMENSION:15x3.5x12inch/38x8x30cm(WxDxH).Weight:0.32kg/0.7lb. Front Pocket:12x9inch/30x23cm(WxH) Soft adjustable & breathable shoulder straps:8inch-20.8inch/20cm-53cm.    DESIGN: Made Of Super Soft Plush Material And High Quality Smooth Zipper Accessories. Small Backpack Suitable For Toddler Baby Kids Girl And Boy Between 1-6 Years Old.    PRODUCT MATERIAL: Made With High Quality Non-Toxic Soft Plush Material. Lightweight But Tear Resistant For Little Kids To Carry, Easy To Clean, Strong & Durable. It Has Sturdy, Non-Slip, And Comfortable Top Loop Handle As Well As Adjustable Straps At Its Back. Very Safe, Practical And Comfortable For Kids.    USAGE: This Kids Backpack Bag Is Perfect For School Bag, Travelling Bag, Carry Bag, Picnic Bag, Teddy Bag. Enough Space For Children's Stuffs Like Toys, Foods, Napkin, Fruits, Small Books, Pencils And Other Daily Items.    GREAT GIFT: Cute And Cool Animal Toddler School Backpacks, Great Gift For Kids With Lovely Animal Attractive Design, Perfect For Children Going Out For Travel, Preschool And Daycare Center.",Vancouver Store,B09W4VMZ79
Blue Tree Kids School Bag Soft Plush Backpack Combo Cartoon Bags Mini Travel Bag for for Girls Boys Toddler Baby (Pack of 2),₹399.00,4.0 out of 5 stars,4 ratings,https://www.amazon.in/School-Backpack-Cartoon-Travel-Toddler/dp/B08WWG91Q3/ref=sxin_25_trfob_1_B08WWG91Q3?content-id=amzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee%3Aamzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B08WWG91Q3&pd_rd_r=c48dbd5a-a4e4-42f5-a069-5afcf8aded46&pd_rd_w=fXMnQ&pd_rd_wg=oY4I0&pf_rd_p=663389f5-ce48-431d-bf46-d5a988f9fcee&pf_rd_r=MR4A8BY9C6054M5CT36K&qid=1675457113&sprefix=ba%2Caps%2C283&sr=1-2-cc7a04fe-cc55-42ad-b883-1b910070c86a,"DIMENSION: 15 X 3.5 X 12 Inches / 38 X 8 X 30 Cm (WxLxH) | Weight: 0.32 Kg/ 0.7 Lb | Front Pocket: 12 X 9 Inch / 30 X 23 Cm (WxH) | Soft Adjustable & Breathable Shoulder Straps: 8-20.8 Inch / 20-53 Cm.    DESIGN: Made Of Super Soft Plush Material And High Quality Smooth Zipper Accessories. Small Backpack Suitable For Toddler Baby Kids Girl And Boy Between 1-6 Years Old.    PRODUCT MATERIAL: Made With High Quality Non-Toxic Soft Plush Material. Lightweight But Tear Resistant For Little Kids To Carry, Easy To Clean, Strong & Durable. It Has Sturdy, Non-Slip, And Comfortable Top Loop Handle As Well As Adjustable Straps At Its Back. Very Safe, Practical And Comfortable For Kids.    USAGE: This Kids Backpack Bag Is Perfect For School Bag, Travelling Bag, Carry Bag, Picnic Bag, Teddy Bag. Enough Space For Children's Stuffs Like Toys, Foods, Napkin, Fruits, Small Books, Pencils And Other Daily Items.    GREAT GIFT: Cute And Cool Animal Toddler School Backpacks, Great Gift For Kids With Lovely Animal Attractive Design, Perfect For Children Going Out For Travel, Preschool And Daycare Center.",No,B07F3X45WZ
Blue Tree 10 LTR Velvet School Backpack,₹288.00,4.0 out of 5 stars,"1,044 ratings",https://www.amazon.in/Blue-Tree-Velvet-Spiderman-School/dp/B07HLYW3FF/ref=sxin_25_trfob_2_B07HLYW3FF?content-id=amzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee%3Aamzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B07HLYW3FF&pd_rd_r=c48dbd5a-a4e4-42f5-a069-5afcf8aded46&pd_rd_w=fXMnQ&pd_rd_wg=oY4I0&pf_rd_p=663389f5-ce48-431d-bf46-d5a988f9fcee&pf_rd_r=MR4A8BY9C6054M5CT36K&qid=1675457113&sprefix=ba%2Caps%2C283&sr=1-3-cc7a04fe-cc55-42ad-b883-1b910070c86a,"Non-Toxic And Soft Fabric good quality and Washable; Soft And Cuddly Filling, Made By India And Printed Bag     Very Attractive To Make You Have A Good Feeling All The Time,; Gift this soft, smooth and cuddly teddy as a great gift to your loved one     Soft Toy School Bag For Kids, Travelling Bag, Carry Bag, Picnic Bag, Teddy Bag; Color Name: Multi Colour     Strap Type: Shoulder Strap; Water Resistance Level: Water Resistant     Material Type: Velvet",Vancouver Store,B09B26MB5M
"MosQuick® Clear large Drawstring Bags Clear Plastic Travel Bags, Travel Garments Organizing Storage Plastic Bags ,Shoe bags , Stationery Bag,multipurpose bag - Translucent",₹399,4.3 out of 5 stars,46 ratings,https://www.amazon.in/MosQuick%C2%AE-Drawstring-Organizing-Stationery-multipurpose/dp/B09SB5DP5Y/ref=sxin_25_trfob_3_B09SB5DP5Y?content-id=amzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee%3Aamzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B09SB5DP5Y&pd_rd_r=c48dbd5a-a4e4-42f5-a069-5afcf8aded46&pd_rd_w=fXMnQ&pd_rd_wg=oY4I0&pf_rd_p=663389f5-ce48-431d-bf46-d5a988f9fcee&pf_rd_r=MR4A8BY9C6054M5CT36K&qid=1675457113&sprefix=ba%2Caps%2C283&sr=1-4-cc7a04fe-cc55-42ad-b883-1b910070c86a,"MULTIPLE USAGE: Drawstring plastic bag is designed in a way to be useful for many functions. Use it as drawstring shoe bag, clear gift bags for favors, traveling. Pack everything in clear plastic bags (packing toys, stationery, shoes, clothes, cosmetics) and keep it safely and comfortably!    PLASTIC TRAVEL BAGS: Travel shoe bags for packing are unprinted and feature impressive durability, so you can use clear drawstring bag as main means of storing for personal and business purposes.    HIGH QUALITY MATERIAL- The PE storage bags are made of high quality Chlorinated Polyethylene (CPE) sheet which is famed for its good features . the translucent feature helps us to easily view what is inside the bag    KEY FEATURES- Package Includes 2 Pcs Travel Plastic Bags , the quality drawstring plastic bags have flat edges with a 16"" height and 11"" width plus an extra 2"" bottom gusset.it has 2 cotton strings to pull and secure the bag and the contents.    CONVENIENT TO USE- Each drawstring bag comes with two flat satin drawstrings on both ends, making the bags open or close conveniently,and you can also be easy to carry your items in them with the strings.",MosQuick,B09VCLZ3K4
Amazon Brand - Solimo Polyester Duffel Gym Bag with Shoe Compartment,₹549.00,4.2 out of 5 stars,93 ratings,https://www.amazon.in/Amazon-Brand-Solimo-so_flingyrqba_6-Gym/dp/B084DQ182R/ref=sxin_25_trfob_4_B084DQ182R?content-id=amzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee%3Aamzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B084DQ182R&pd_rd_r=c48dbd5a-a4e4-42f5-a069-5afcf8aded46&pd_rd_w=fXMnQ&pd_rd_wg=oY4I0&pf_rd_p=663389f5-ce48-431d-bf46-d5a988f9fcee&pf_rd_r=MR4A8BY9C6054M5CT36K&qid=1675457113&sprefix=ba%2Caps%2C283&sr=1-5-cc7a04fe-cc55-42ad-b883-1b910070c86a,"Made of 100% polyester water repellant fabric    Completed 19 product tests for quality and performance    High-quality zipper tested for 500 cycles    Spacious duffel bag for gym essentials, clothes, water bottle etc...    Separate shoe compartment to keep your workout shoes    Handy key compartment for quick access    Equipped with a shoulder strap and haul handles for easy carrying",Blue,B08X2T2M8G
blue tree 10 ltrs (5 Cms)Backpack(Rider01_Yellow),₹288.00,4.0 out of 5 stars,61 ratings,https://www.amazon.in/Backpack-Toddler-Animal-Cartoon-Travel/dp/B09H3H3898/ref=sxin_25_trfob_5_B09H3H3898?content-id=amzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee%3Aamzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B09H3H3898&pd_rd_r=c48dbd5a-a4e4-42f5-a069-5afcf8aded46&pd_rd_w=fXMnQ&pd_rd_wg=oY4I0&pf_rd_p=663389f5-ce48-431d-bf46-d5a988f9fcee&pf_rd_r=MR4A8BY9C6054M5CT36K&qid=1675457113&sprefix=ba%2Caps%2C283&sr=1-6-cc7a04fe-cc55-42ad-b883-1b910070c86a,"?DIMENSION:15x3.5x12inch/38x8x30cm(WxDxH).Weight:0.32kg/0.7lb. Front Pocket:12x9inch/30x23cm(WxH) Soft adjustable & breathable shoulder straps:8inch-20.8inch/20cm-53cm.     ? CUTE DESIGN:Made of super soft plush material and high quality smooth zipper accessories. Small backpack suitable for toddler baby kids girl and boy between 1-6 years old.     ? SPACIOUS:The toddler backpack presents a main compartment with cotton interior, which is large capacity and long-lasting. Perfectly for keeping and organizing books, toys, pencils and snacks, etc. With the matching pullers and smooth zippers, children could open and close the backpack easily. The front pocket is for keeping the small stuffs easy to reach.     ? Material:Non-Toxic And Soft Fabric good quality and Washable Soft And Cuddly Filling, Made By India And Embroidery Bag; ? Great Gift:Cute and Cool animal toddler school backpacks, Great Gift for kids with Lovely animal attractive design, Perfect for children going out for travel, preschool and Daycare center.     Closure Type: Buckle",Vancouver Store,B07G3CG9FC
blue tree 15 ltrs (38 Cms) backpack(INVALID DATA_red),₹288.00,4.0 out of 5 stars,218 ratings,https://www.amazon.in/Backpack-Toddler-Animal-Cartoon-Red-Stawberry/dp/B089WFG3BK/ref=sxin_25_trfob_6_B089WFG3BK?content-id=amzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee%3Aamzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B089WFG3BK&pd_rd_r=c48dbd5a-a4e4-42f5-a069-5afcf8aded46&pd_rd_w=fXMnQ&pd_rd_wg=oY4I0&pf_rd_p=663389f5-ce48-431d-bf46-d5a988f9fcee&pf_rd_r=MR4A8BY9C6054M5CT36K&qid=1675457113&sprefix=ba%2Caps%2C283&sr=1-7-cc7a04fe-cc55-42ad-b883-1b910070c86a,"?DIMENSION:15x3.5x12inch/38x8x30cm(WxDxH).Weight:0.32kg/0.7lb. Front Pocket:12x9inch/30x23cm(WxH) Soft adjustable & breathable shoulder straps:8inch-20.8inch/20cm-53cm.     ? CUTE DESIGN:Made of super soft plush material and high quality smooth zipper accessories. Small backpack suitable for toddler baby kids girl and boy between 1-6 years old.     ? SPACIOUS:The toddler backpack presents a main compartment with cotton interior, which is large capacity and long-lasting. Perfectly for keeping and organizing books, toys, pencils and snacks, etc. With the matching pullers and smooth zippers, children could open and close the backpack easily. The front pocket is for keeping the small stuffs easy to reach.     ? Material:Non-Toxic And Soft Fabric good quality and Washable Soft And Cuddly Filling, Made By India And Embroidery Bag; ? Great Gift:Cute and Cool animal toddler school backpacks, Great Gift for kids with Lovely animal attractive design, Perfect for children going out for travel, preschool and Daycare center.     Pattern Name: Animal Print; Water Resistance Level: Water Resistant",Vancouver Store,B088XH1BP7
blue tree 10 ltrs (35 Cms) backpack(VS-Items-3_pink),₹288.00,4.0 out of 5 stars,663 ratings,https://www.amazon.in/Blue-Tree-Synthetic-Cartton-Minnie/dp/B07CXXYQ5X/ref=sxin_25_trfob_7_B07CXXYQ5X?content-id=amzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee%3Aamzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B07CXXYQ5X&pd_rd_r=c48dbd5a-a4e4-42f5-a069-5afcf8aded46&pd_rd_w=fXMnQ&pd_rd_wg=oY4I0&pf_rd_p=663389f5-ce48-431d-bf46-d5a988f9fcee&pf_rd_r=MR4A8BY9C6054M5CT36K&qid=1675457113&sprefix=ba%2Caps%2C283&sr=1-8-cc7a04fe-cc55-42ad-b883-1b910070c86a,"Amazingly cute Super soft: Made of soft plush materials for huggable loveable joy     Features: beautiful plastic eyes, fully embroidered paws     Features: beautiful plastic eyes, fully embroidered paws; Made from 100% Polyester     Great for: all kids (and adults) who love a little bear to hold, hug, cuddle and treasure     Material Type: Synthetic; Color Name: Minnie A; Water Resistance Level: Water Resistant; Special Features: Magazine Holder",Vancouver Store,B08WLS5XBP
AmazonBasics - Casual Backpack/Office Bag/ for a 15.6-inch Laptop,₹639.00,4.2 out of 5 stars,385 ratings,https://www.amazon.in/AmazonBasics-Casual-Backpack-Office-15-6-inch/dp/B09W4VMZ79/ref=sr_1_14?crid=2M096C61O4MLT&keywords=bags&qid=1675457113&sprefix=ba%2Caps%2C283&sr=8-14,"Gift your shoulders and back the comfort of the AmazonBasics - Casual Backpack/Office Bag    It has 2 large compartments and 2 side pockets    Well-padded interior that keeps your laptop safe    Enough space for your other daily essentials like chargers, wallet, power bank, etc.    Compact and sleek design    Well-cushioned shoulder straps    Dimensions: LxWXH: 47 X 33 X 15 cm    Weight: 0.460 grams","Flab internatioanl private limited, FLAB INTERNATIONAL PRIVATE LIMITED PLOT NO. 357 E, PACE CITY-2, SEC-37, GURGAON - 122001 (HARYANA) INDIA 91- 9873326777",B0BL3PVKP7
ADISA Light Weight Laptop Backpack 32 Ltrs,₹499.00,4.0 out of 5 stars,"5,549 ratings",https://www.amazon.in/ADISA-BP005-Weight-Casual-Backpack/dp/B07F3X45WZ/ref=sr_1_15?crid=2M096C61O4MLT&keywords=bags&qid=1675457113&sprefix=ba%2Caps%2C283&sr=8-15,"Adjustable Shoulder Handles / Two Bottle holders / Padded Handle / Reflector Logo    Dimensions : LxWxH- 31 x 18 x 47 cms    Laptop : 15.6 inches and below (Bigger than 15.6 not recommended)    No. of Compartments : 3 with full padding    NOT INCLUDED : NO RAIN COVER, Laptop, Headphones & Cable (Images only for display)",Appario Retail Private Ltd,
"Safari Spartan 21 Ltrs Water Resistant Backpack - Blue, S (SPARTAN19CBBLU)",₹599.00,3.8 out of 5 stars,629 ratings,https://www.amazon.in/Safari-Spartan-Water-Resistant-Backpack/dp/B09B26MB5M/ref=sr_1_16?crid=2M096C61O4MLT&keywords=bags&qid=1675457113&sprefix=ba%2Caps%2C283&sr=8-16,Lightweight yet durable backpack/daypack for school use or everyday outings    Front storage pocket keeps smaller items neatly organized and easy to access    Mesh pockets on both sides to accommodate your water bottle and umbrella    Mesh Padding on back & shoulder strap to provide comfort & better back support; 1-year International Warranty against manufacturing defects    Lining Description: Polyester; Closure Type: Zipper; Age Range Description: Adult,RetailEZ Pvt Ltd,
