Title,price,rating,reviews,Link,description,manufacturer,ASIN
NORTH ZONE 30 ltrs ( Cms) backpack(INVALID DATA_grey),₹599.00,3.7 out of 5 stars,33 ratings,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NTkxOTEwMDU2MTcyNTA3OjE2NzU0NTY2MDQ6c3BfYXRmOjIwMDk4MDI3MDk5Njk4OjowOjo&url=%2FNORTH-ZONE-backpack-INVALID-DATA_grey%2Fdp%2FB0BH8S9QGH%2Fref%3Dsr_1_1_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675456604%26sprefix%3Dba%252Caps%252C283%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,"KEY FEATURES - Black Colour Laptop Backpack for Men and Women for Stylish Office use as well as for Trendy College students. Huge compartment size that can fit upto a 15.6 inch Laptop with ease. Multiple pockets for other accessories.     Charging On the Go - Now charge your phone on the go while travelling without the hassle of holding the bulky power bank in your pocket or in your hand. Simple Connect your Powerbank to the wire inside the Bag and leave it in the bag. When you want to charge your phone, just connect your phone charger to the bag and your phone will start charging. IMPORTANT NOTE: We do NOT provide Free Portable Charger with the Bag     Anti Theft Design - This backpack by Fur Jaden has anti theft design where zipper of the main pocket is hidden at the back. No thief, intruder or robber can find a way to open the backpack, making this totally theft proof. There are secret pockets on the shoulder strap and on the sides of the bag allowing us to keep travel documents, boarding pass, credit cards, mobile phone, earphones etc.     Essence of Fur Jaden - We craft signature Laptop Backpacks and Casual Backpacks that are young, vibrant and fashionable, and yet a celebration of timeless style, luxe and sophistication. We strive to make thoughtful designs that are high on aesthetics as well as on utility and functionality.; 100% Genuine NORTHZONE Men products, 10 days No Question asked replacement guarantee from the date of delivery     Age Range Description: Adult; Color Name: Grey; Lining Description: Polyester; Pattern Name: Solid; Material Type: Polyester",SB NTERPRISES,B0BH8S9QGH
DYBBUK Lightweight school bags Backpacks for Boys Girls Stylish men and women Casual Travel Laptop Bag College office (Navy Blue) 40L,₹664,3.6 out of 5 stars,19 ratings,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NTkxOTEwMDU2MTcyNTA3OjE2NzU0NTY2MDQ6c3BfYXRmOjIwMDk4MDI3MTAwMDk4OjowOjo&url=%2FDYBBUK-Lightweight-Backpacks-Stylish-College%2Fdp%2FB0BK4VL6P9%2Fref%3Dsr_1_2_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675456604%26sprefix%3Dba%252Caps%252C283%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,"COMPATIBLE WITH 15.6 INCH LAPTOP”: The Northzone Backpack fits up to 15.6 inch laptop. Dimensions: 34cm x 15cm x 45.5cm; Weight: 499g; HIGH QUALITY, DURABLE AND WATER REPELLANT FABRIC”: This backpack features in durable snow yarn polyester fabric and streamlined design with a padded interior to protect notebooks and important items     CONVENIENT TRAVEL"" Adjustable shoulder strap and padded laptop compartment together with a quilted back panel make it comfortable for all-day use     CONVENIENTLY PLACED PADDED LAPTOP COMPARTMENTS AND POCKETS: The padded interior helps protect notebooks and important items. Quick access zippered front pocket for added storage. A quilted back panel make it comfortable for all-day use.     HIGH QUALITY, CASUAL YET STYLISH DESIGN"": very attractive and perfect for school, travel and outdoor activities. The perfect backpack for those needing stylish all-day protection for their laptop.     Pattern Name: Solid; Pocket Description: Utility Pocket; Color Name: Neavy Blue; Water Resistance Level: Waterproof; Age Range Description: Adult",SB NTERPRISES,B0BK4VL6P9
American Tourister 32 Ltrs Black Casual Backpack (AMT FIZZ SCH BAG 02 - BLACK),"₹1,199.00",4.1 out of 5 stars,"51,380 ratings",https://www.amazon.in/American-Tourister-AMT-SCH-02/dp/B07CJCGM1M/ref=sr_1_3?crid=2M096C61O4MLT&keywords=bags&qid=1675456604&sprefix=ba%2Caps%2C283&sr=8-3,"Laptop Compatibility: No, Strap Type: Adjustable, Trolley Support: No. With Rain Cover : No    Outer Material: Polyester, Color: Black    Water Resistance: Water resistant , not Waterproof    Capacity: 32 liters; Dimensions: 31.5 x 22 x 49.5 Centimeters    Number of Wheels: 0, Number of compartments: 3    Warranty type: Manufacturer; 1 year International warranty valid for 1 year from the original date of    Mesh pockets on both sides to accommodate your sipper or bottle and umbrella    Mesh Padding on back & shoulder strap to provide comfort & better back support",,B07CJCGM1M
ADISA 15.6 inch Laptop Backpack Office Bag College Travel Back Pack 32 Ltrs (z-Navy Blue),₹499.00,3.9 out of 5 stars,463 ratings,https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B09TPX22NF/ref=sr_1_4?crid=2M096C61O4MLT&keywords=bags&qid=1675456604&sprefix=ba%2Caps%2C283&sr=8-4,Material: Water Resistant Light-Weight Polyester    Compartments: 2 with padding; Laptop Size: 15.6 inch and below    Dimensions: LxWxH - 12.5 x 7.5 x 19 inches    Reflector Logo / Adjustable Padded Shoulder Straps / 2 Bottle holders    Closure Type: Zipper,Appario Retail Private Ltd,B09TPX22NF
Skybags Brat Black 46 Cms Casual Backpack,₹669.00,4.1 out of 5 stars,"3,373 ratings",https://www.amazon.in/Skybags-Brat-Black-Casual-Backpack/dp/B08Z1HHHTD/ref=sr_1_5?crid=2M096C61O4MLT&keywords=bags&qid=1675456604&sprefix=ba%2Caps%2C283&sr=8-5,"Combination of functional & safety features in stylish design, Soft mesh back with 8 mm foam padded 2 Main Compartment, 1 Slip In Pocket inside the bag, Printed Design, Mesh bottle holder on the side,",RetailEZ Pvt Ltd,B08Z1HHHTD
Kuber Industries Women's Handkerchief Set (Cream),₹312.62,3.8 out of 5 stars,472 ratings,https://www.amazon.in/Kuber-Industries-Handcrafted-Embroidered-Handbag/dp/B082VDVJGM/ref=sxin_15?asc_contentid=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&asc_contenttype=article&ascsubtag=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&content-id=amzn1.sym.feb2b32b-0085-4665-973c-36b431684408%3Aamzn1.sym.feb2b32b-0085-4665-973c-36b431684408&creativeASIN=B082VDVJGM&crid=2M096C61O4MLT&cv_ct_cx=bags&cv_ct_id=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&cv_ct_pg=search&cv_ct_we=asin&cv_ct_wn=osp-single-source-pecos-desktop&keywords=bags&linkCode=oas&pd_rd_i=B082VDVJGM&pd_rd_r=ba0775f5-6bc9-4787-81e3-e371913aa4f8&pd_rd_w=gezJ0&pd_rd_wg=7CVK6&pf_rd_p=feb2b32b-0085-4665-973c-36b431684408&pf_rd_r=G0W67QHJKWAG7F1QSBMQ&qid=1675456604&sprefix=ba%2Caps%2C283&sr=1-1-c84eb971-91f2-4a4d-acce-811265c24254&tag=idivaosp-21,"PACKAGE CONTAIN: 1 Piece Embroidered Party Wear Clutch    MATERIAL: Polyester, COLOR: Cream    PRODUCT DIMENSION: 27 X 17 X 1 CM    Latest stylish party wear evening clutches for women.Bag has a detachable gold polish shoulder chain.    This Clutch has a unique design and you can use it on any occasion like parties, anniversary, wedding, etc. This hand bag makes you glamorous and unique among your friends, familiar persons.",,
Fiesto Fashion PU Leather Handbags With Sling Bag For Women Large Shoulder Tote Purse Top Handle Satchel (Combo Of 3),₹615.00,3.9 out of 5 stars,"4,073 ratings",https://www.amazon.in/Fiesto-Fashion-Womens-Handbag-FIESTO33_Blue/dp/B082Z33ZDS/ref=sxin_15?asc_contentid=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&asc_contenttype=article&ascsubtag=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&content-id=amzn1.sym.feb2b32b-0085-4665-973c-36b431684408%3Aamzn1.sym.feb2b32b-0085-4665-973c-36b431684408&creativeASIN=B082Z33ZDS&crid=2M096C61O4MLT&cv_ct_cx=bags&cv_ct_id=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&cv_ct_pg=search&cv_ct_we=asin&cv_ct_wn=osp-single-source-pecos-desktop&keywords=bags&linkCode=oas&pd_rd_i=B082Z33ZDS&pd_rd_r=ba0775f5-6bc9-4787-81e3-e371913aa4f8&pd_rd_w=gezJ0&pd_rd_wg=7CVK6&pf_rd_p=feb2b32b-0085-4665-973c-36b431684408&pf_rd_r=G0W67QHJKWAG7F1QSBMQ&qid=1675456604&sprefix=ba%2Caps%2C283&sr=1-2-c84eb971-91f2-4a4d-acce-811265c24254&tag=idivaosp-21,"Material: Leather    Closure Type: Zip    Strap Type: Shoulder Removable Strap; Adjustable    Multi Compartments     2 Big Zipper Pocket In The Middle, 1 Small Zipper Pocket For Your Key/Card",,
ADISA women girls embroided sling bag,₹599,4.2 out of 5 stars,"1,412 ratings",https://www.amazon.in/ADISA-women-girls-black-embroided/dp/B08RWBP3H2/ref=sxin_15?asc_contentid=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&asc_contenttype=article&ascsubtag=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&content-id=amzn1.sym.feb2b32b-0085-4665-973c-36b431684408%3Aamzn1.sym.feb2b32b-0085-4665-973c-36b431684408&creativeASIN=B08RWBP3H2&crid=2M096C61O4MLT&cv_ct_cx=bags&cv_ct_id=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&cv_ct_pg=search&cv_ct_we=asin&cv_ct_wn=osp-single-source-pecos-desktop&keywords=bags&linkCode=oas&pd_rd_i=B08RWBP3H2&pd_rd_r=ba0775f5-6bc9-4787-81e3-e371913aa4f8&pd_rd_w=gezJ0&pd_rd_wg=7CVK6&pf_rd_p=feb2b32b-0085-4665-973c-36b431684408&pf_rd_r=G0W67QHJKWAG7F1QSBMQ&qid=1675456604&sprefix=ba%2Caps%2C283&sr=1-3-c84eb971-91f2-4a4d-acce-811265c24254&tag=idivaosp-21,"Material: PU / Synthetic Leather    Closure: Zipper    Compartment: 1, Pocket: 1    Dimensions: LxWxH - 7 x 3 x 7 inch    Ideal for Women and Girls",ADISA International,B084JGJ8PF
Lapis O Lupo Women Vegan Leather Handbags Flower Embroidered Bags Fashion Satchel Bags Top Handle,"₹1,039.00",4.2 out of 5 stars,"3,601 ratings",https://www.amazon.in/Lapis-Lupo-Flower-Embroidery-Handbag/dp/B07RXYSJHF/ref=sxin_15?asc_contentid=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&asc_contenttype=article&ascsubtag=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&content-id=amzn1.sym.feb2b32b-0085-4665-973c-36b431684408%3Aamzn1.sym.feb2b32b-0085-4665-973c-36b431684408&creativeASIN=B07RXYSJHF&crid=2M096C61O4MLT&cv_ct_cx=bags&cv_ct_id=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&cv_ct_pg=search&cv_ct_we=asin&cv_ct_wn=osp-single-source-pecos-desktop&keywords=bags&linkCode=oas&pd_rd_i=B07RXYSJHF&pd_rd_r=ba0775f5-6bc9-4787-81e3-e371913aa4f8&pd_rd_w=gezJ0&pd_rd_wg=7CVK6&pf_rd_p=feb2b32b-0085-4665-973c-36b431684408&pf_rd_r=G0W67QHJKWAG7F1QSBMQ&qid=1675456604&sprefix=ba%2Caps%2C283&sr=1-4-c84eb971-91f2-4a4d-acce-811265c24254&tag=idivaosp-21,"Inner Material: Polyester; Color: Grey; Package Contents: 1 Handbag    Dimensions: HandBag: HxLxD(CM)-27x33x13; Closure Type: Zip closure with adjustable strap    Pockets: 4 Compartment and 2 Zip Pocket    Easy to carry traveling essentials like mobile phone, keys, wallet, and other accessories.; Outer Material Type: Synthetic    Occasion Type: Casual",COALESCENT INDIA,B09B29F66W
Wesley Milestone 2.0 Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L (Blue & black),₹565.00,4.3 out of 5 stars,"9,233 ratings",https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B084JGJ8PF/ref=sr_1_6?crid=2M096C61O4MLT&keywords=bags&qid=1675456604&sprefix=ba%2Caps%2C283&sr=8-6,"30L Capacity: The Backpack has a padded laptop compartment that can fit 15.6 inch laptop. It can also accommodate essentials such as a Lunch box, Charger, Tablet, Books, Power Bank, Wallet, and Sunglass.    Multi-Level Organizer: The backpack has a front zipper pocket for the ID card, Sanitizer, House keys, Pen. First compartment with pockets for the earphones, pens, notebook, Fitness Band. Spacious second compartment for all your electronics.    Ergonomic Design: Thick cushioning around the shoulders and on the back panel makes the backpack super light and comfortable on the move. “S” Shaped shoulder strap distribute the weight of the backpack across your upper body.    Made In India: Wesley Business Casual Backpack is fully manufactured in India and pass through stringent quality tests and checks    1 Year Warranty: The Wesley Business casual backpack comes with 1 year of warranty    Water Resistant Material: Advanced IPX4 coating on the material ensures resistance to water entering from any direction.","Wesley, Longani Trading Company, F-82, Sector-1, Bawana Industrial Area, Delhi-110039",B07M9BRCQ5
"Safari Flash Casual Backpack, 26 ltr Water Resistant Travel Bags| Weight Polyester Bagpack for Men and Women, Spacious Shoulder Bag for College, Office, Travelling and Camping",₹699.00,3.9 out of 5 stars,"2,191 ratings",https://www.amazon.in/Safari-Backpack-Resistant-Polyester-Travelling/dp/B09B29F66W/ref=sr_1_7?crid=2M096C61O4MLT&keywords=bags&qid=1675456604&sprefix=ba%2Caps%2C283&sr=8-7,"HIGH QUALITY FABRIC: Our lightweight yet durable bags are made of 100% polyester and water resistant fabric. This casual backpack can be by boys and girls for school, college, coaching, tution, or everyday outings.    FRONT POCKET: Our trendy unisex bag pack has a front storage pocket that keeps small items neatly organized and easy to access    MESH POCKET: Our fancy and stylish backpacks have mesh pockets on both sides to accommodate your water bottle and umbrella    COMFORT: Our 26 liter bag has mesh padding on back to help carry heavy items. It also provides superior comfort with padded adjustable shoulder straps    WARRANTY: All of our bags come with 1-year International Warranty against manufacturing defects",RetailEZ Pvt Ltd,B09W4VMZ79
Fur Jaden Brown Textured Leatherette Stylish & Spacious Weekender Duffle Bag for Travel,₹889.00,4.3 out of 5 stars,"5,318 ratings",https://www.amazon.in/FUR-JADEN-Leatherette-Polypropylene-DUFF05/dp/B07M9BRCQ5/ref=sr_1_8?crid=2M096C61O4MLT&keywords=bags&qid=1675456604&sprefix=ba%2Caps%2C283&sr=8-8,"MATERIAL - We use Highest Quality of Artificial Leather which is Durable, Long Lasting and tested to ensure they don't peel off in just few months. The leather is also water resistant. Inner fabric lining ensured to have a soft touch feel. We use quality zips and accessories that have a long life.    Waterproof - With this unisex duffle bag, you can be rest assured that none of your belongings will be damaged by rain or accidental splashes. The interiors of this water-resistant travel duffle bag remain free from moisture even if you get caught in an unexpected shower.    Dimensions: 47 x 28 x 27 CM. Volume Capacity - 35 Litres. Huge Spacious Compartment    Design - This stylish yet utilitarian textured leatherette duffle bag can be used for corporate travel as well as to take to the gym. The Large Spacious Compartment is suitable for 3-4 days weekender or business trip, can be used as a carry-on flight bag as well.    Warranty - 100% Genuine Fur Jaden Men Bags, 10 days No Question asked replacement guarantee from the date of delivery. 6 Month Manufacturer and Seller Warranty against Manufacturing Defects",RetailEZ Pvt Ltd,B084ZHP97M
AmazonBasics - Casual Backpack/Office Bag/ for a 15.6-inch Laptop,₹639.00,4.2 out of 5 stars,385 ratings,https://www.amazon.in/AmazonBasics-Casual-Backpack-Office-15-6-inch/dp/B09W4VMZ79/ref=sr_1_9?crid=2M096C61O4MLT&keywords=bags&qid=1675456604&sprefix=ba%2Caps%2C283&sr=8-9,"Gift your shoulders and back the comfort of the AmazonBasics - Casual Backpack/Office Bag    It has 2 large compartments and 2 side pockets    Well-padded interior that keeps your laptop safe    Enough space for your other daily essentials like chargers, wallet, power bank, etc.    Compact and sleek design    Well-cushioned shoulder straps    Dimensions: LxWXH: 47 X 33 X 15 cm    Weight: 0.460 grams","Flab internatioanl private limited, FLAB INTERNATIONAL PRIVATE LIMITED PLOT NO. 357 E, PACE CITY-2, SEC-37, GURGAON - 122001 (HARYANA) INDIA 91- 9873326777",B0BCYX6DW2
DEIN KLEIDER Men's Nylon Messenger Bag,₹349.00,4.0 out of 5 stars,"4,398 ratings",https://www.amazon.in/Kleider-Travel-Business-Messenger-Shoulder/dp/B084ZHP97M/ref=sr_1_10?crid=2M096C61O4MLT&keywords=bags&qid=1675456604&sprefix=ba%2Caps%2C283&sr=8-10,"ERGONOMIC DESIGN: This ergonomic bag features zippered security pockets in the front, back and main compartment. The front pockets can be used to hold personal items like identification cards, keys and more while the extra pocket located in the back can be used for the storage of sleek items like mobile devices. The main storage pocket also has enough room to hold your gadgets, small water bottle cables, chargers etc. This bag can fit tablets and devices with screen sizes of up to 10.5.    WATER, DIRT & SLASH RESISTANT: This cross body bag by Dein Kleider is ideal for people who are adventurous and always on the go. Its padded storage is resistant to water, dirt and even a slash by sharp objects, so you dont have to worry about anything. This bag is durable and heavy duty, ensuring that your gadgets and valuables are safely stored.    CRAFTED IN INDIA: Dein Kleider cross body sling is crafted with perfection by professional Indian artisans in an elegant style that makes your presence truly class apart. Its an ideal companion for a comfortable all day carry to school/college, malls, morning walk, office and meetings. It can also be easily used as travel accessory for a train or bus journey.    Outer Material Type: Nylon",Dein Kleider,B0BMLWQ9H3
NORTH ZONE 25 ltrs (10 Cms) backpack(INVALID DATA_navy blue),₹664.00,4.0 out of 5 stars,399 ratings,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NTkxOTEwMDU2MTcyNTA3OjE2NzU0NTY2MDQ6c3BfbXRmOjIwMDk4MDI3MTAwMTk4OjowOjo&url=%2FNORTH-ZONE-backpack-INVALID-DATA_navy%2Fdp%2FB0BCYX6DW2%2Fref%3Dsr_1_11_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675456604%26sprefix%3Dba%252Caps%252C283%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"COMPATIBLE WITH 15.6 INCH LAPTOP”: The Northzone Backpack fits up to 15.6 inch laptop. Dimensions: 34cm x 15cm x 45.5cm; Weight: 499g; HIGH QUALITY, DURABLE AND WATER REPELLANT FABRIC”: This backpack features in durable snow yarn polyester fabric and streamlined design with a padded interior to protect notebooks and important items     CONVENIENT TRAVEL"" Adjustable shoulder strap and padded laptop compartment together with a quilted back panel make it comfortable for all-day use     CONVENIENTLY PLACED PADDED LAPTOP COMPARTMENTS AND POCKETS: The padded interior helps protect notebooks and important items. Quick access zippered front pocket for added storage. A quilted back panel make it comfortable for all-day use.     HIGH QUALITY, CASUAL YET STYLISH DESIGN"": very attractive and perfect for school, travel and outdoor activities. The perfect backpack for those needing stylish all-day protection for their laptop.     Pocket Description: Utility Pocket; Age Range Description: Adult; Water Resistance Level: Waterproof; Color Name: Neavy Blue; Pattern Name: Solid",,B088XB5XY8
IPad Sleeves Bag 29cm x 23 CM x 3 CM Universal Canvas Collection of Bags,₹562.00,Previous page,,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NTkxOTEwMDU2MTcyNTA3OjE2NzU0NTY2MDQ6c3BfbXRmOjIwMDk3Njc1NDMzNjk4OjowOjo&url=%2FIPad-Sleeves-Universal-Canvas-Collection%2Fdp%2FB0BMLWQ9H3%2Fref%3Dsr_1_12_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675456604%26sprefix%3Dba%252Caps%252C283%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"Each of our design lines is hand-crafted to give a personalized touch    We use unique & innovative approaches to select some of the finest materials.    Our product line is one of the most cost-effective among all the competitors.    OCCASION: Fashion City shoulder bag for daily and travel use. Perfect for dating, shopping, working, traveling, vacation, party and other occasions. Because of its good color it can go with pretty much any outfit you can think of, or pair with",UNIVERSAL CANVAS,
"Mi Step Out 12 L Mini Backpack (Small Size, Black, Water Repellant)",₹349.00,4.1 out of 5 stars,"7,635 ratings",https://www.amazon.in/Backpack-Small-Black-Water-Repellant/dp/B088XB5XY8/ref=sr_1_13?crid=2M096C61O4MLT&keywords=bags&qid=1675456604&sprefix=ba%2Caps%2C283&sr=8-13,"Made of multi-coated 600D polyester Material ; Water Repellent    Dimension: 26cm x 38cm x 14cm (LxWxH); Weight : 200 grams; Capacity: 12liters    Small Size backpack; Laptop Compatibility: No    This backpack comes with 2 zipper pockets that can house a notebook, gym gear, travel essentials and more    With contra zippers and adjustable straps this light weight backpack is the ideal companion while at the airport or hitting the gym or exploring new city or using it as a carrier for books    6 months limited warranty","Korrun India Pvt. Ltd, Plot No.25, P2(4&X), 1st Phase, Bidadi Industrial area, Bangalore-562109, Karnataka",
Blue Tree Kids School Bag Soft Plush Backpack Cartoon Bags Mini Travel Bag for for Girls Boys Toddler Baby Konggi Rabbit & Spiderman,₹399.00,4.2 out of 5 stars,7 ratings,https://www.amazon.in/Blue-Tree-Backpack-Cartoon-Spiderman/dp/B097NH6X4C/ref=sxin_24_trfob_0_B097NH6X4C?content-id=amzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee%3Aamzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B097NH6X4C&pd_rd_r=ba0775f5-6bc9-4787-81e3-e371913aa4f8&pd_rd_w=sHH2M&pd_rd_wg=7CVK6&pf_rd_p=663389f5-ce48-431d-bf46-d5a988f9fcee&pf_rd_r=G0W67QHJKWAG7F1QSBMQ&qid=1675456604&sprefix=ba%2Caps%2C283&sr=1-1-cc7a04fe-cc55-42ad-b883-1b910070c86a,"☆DIMENSION:15x3.5x12inch/38x8x30cm(WxDxH).Weight:0.32kg/0.7lb. Front Pocket:12x9inch/30x23cm(WxH) Soft adjustable & breathable shoulder straps:8inch-20.8inch/20cm-53cm.    DESIGN: Made Of Super Soft Plush Material And High Quality Smooth Zipper Accessories. Small Backpack Suitable For Toddler Baby Kids Girl And Boy Between 1-6 Years Old.    PRODUCT MATERIAL: Made With High Quality Non-Toxic Soft Plush Material. Lightweight But Tear Resistant For Little Kids To Carry, Easy To Clean, Strong & Durable. It Has Sturdy, Non-Slip, And Comfortable Top Loop Handle As Well As Adjustable Straps At Its Back. Very Safe, Practical And Comfortable For Kids.    USAGE: This Kids Backpack Bag Is Perfect For School Bag, Travelling Bag, Carry Bag, Picnic Bag, Teddy Bag. Enough Space For Children's Stuffs Like Toys, Foods, Napkin, Fruits, Small Books, Pencils And Other Daily Items.    GREAT GIFT: Cute And Cool Animal Toddler School Backpacks, Great Gift For Kids With Lovely Animal Attractive Design, Perfect For Children Going Out For Travel, Preschool And Daycare Center.",Vancouver Store,
Blue Tree Kids School Bag Soft Plush Backpack Combo Cartoon Bags Mini Travel Bag for for Girls Boys Toddler Baby (Pack of 2),₹399.00,4.0 out of 5 stars,4 ratings,https://www.amazon.in/School-Backpack-Cartoon-Travel-Toddler/dp/B08WWG91Q3/ref=sxin_24_trfob_1_B08WWG91Q3?content-id=amzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee%3Aamzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B08WWG91Q3&pd_rd_r=ba0775f5-6bc9-4787-81e3-e371913aa4f8&pd_rd_w=sHH2M&pd_rd_wg=7CVK6&pf_rd_p=663389f5-ce48-431d-bf46-d5a988f9fcee&pf_rd_r=G0W67QHJKWAG7F1QSBMQ&qid=1675456604&sprefix=ba%2Caps%2C283&sr=1-2-cc7a04fe-cc55-42ad-b883-1b910070c86a,"DIMENSION: 15 X 3.5 X 12 Inches / 38 X 8 X 30 Cm (WxLxH) | Weight: 0.32 Kg/ 0.7 Lb | Front Pocket: 12 X 9 Inch / 30 X 23 Cm (WxH) | Soft Adjustable & Breathable Shoulder Straps: 8-20.8 Inch / 20-53 Cm.    DESIGN: Made Of Super Soft Plush Material And High Quality Smooth Zipper Accessories. Small Backpack Suitable For Toddler Baby Kids Girl And Boy Between 1-6 Years Old.    PRODUCT MATERIAL: Made With High Quality Non-Toxic Soft Plush Material. Lightweight But Tear Resistant For Little Kids To Carry, Easy To Clean, Strong & Durable. It Has Sturdy, Non-Slip, And Comfortable Top Loop Handle As Well As Adjustable Straps At Its Back. Very Safe, Practical And Comfortable For Kids.    USAGE: This Kids Backpack Bag Is Perfect For School Bag, Travelling Bag, Carry Bag, Picnic Bag, Teddy Bag. Enough Space For Children's Stuffs Like Toys, Foods, Napkin, Fruits, Small Books, Pencils And Other Daily Items.    GREAT GIFT: Cute And Cool Animal Toddler School Backpacks, Great Gift For Kids With Lovely Animal Attractive Design, Perfect For Children Going Out For Travel, Preschool And Daycare Center.",No,B07QN4KXWG
Blue Tree 10 LTR Velvet School Backpack,₹288.00,4.0 out of 5 stars,"1,044 ratings",https://www.amazon.in/Blue-Tree-Velvet-Spiderman-School/dp/B07HLYW3FF/ref=sxin_24_trfob_2_B07HLYW3FF?content-id=amzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee%3Aamzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B07HLYW3FF&pd_rd_r=ba0775f5-6bc9-4787-81e3-e371913aa4f8&pd_rd_w=sHH2M&pd_rd_wg=7CVK6&pf_rd_p=663389f5-ce48-431d-bf46-d5a988f9fcee&pf_rd_r=G0W67QHJKWAG7F1QSBMQ&qid=1675456604&sprefix=ba%2Caps%2C283&sr=1-3-cc7a04fe-cc55-42ad-b883-1b910070c86a,"Non-Toxic And Soft Fabric good quality and Washable; Soft And Cuddly Filling, Made By India And Printed Bag     Very Attractive To Make You Have A Good Feeling All The Time,; Gift this soft, smooth and cuddly teddy as a great gift to your loved one     Soft Toy School Bag For Kids, Travelling Bag, Carry Bag, Picnic Bag, Teddy Bag; Color Name: Multi Colour     Strap Type: Shoulder Strap; Water Resistance Level: Water Resistant     Material Type: Velvet",Vancouver Store,B09B26MB5M
